"stopTag","latitude","longitude","routeTags"
"8410","43.65487","-79.46016","189"
"3742","43.63944","-79.56496","112"
"4080","43.6658","-79.45135","168"
"8439","43.75213","-79.40829","320,97"
"5794","43.73851","-79.51671","84,384"
"8967","43.74196","-79.50153","108"
"7676","43.78708","-79.4178","125"
"1286","43.67175","-79.42169","126"
"6797","43.67173","-79.49389","35,335,935"
"5107","43.65932","-79.44316","47"
"1487","43.78219","-79.32641","24,169"
"7511","43.60283","-79.54064","110"
"1457","43.70849","-79.50869","59"
"10113","43.79997","-79.41168","353,53"
"8105","43.66161","-79.40989","511,307"
"9403","43.69831","-79.46333","47"
"1298","43.76645","-79.53039","84"
"3121_IB","43.77348","-79.26143","21"
"8342","43.77133","-79.28329","343,43"
"7157","43.77502","-79.1778","986,86"
"3956","43.81591","-79.34158","24"
"932","43.71338","-79.35629","88"
"5313","43.80311","-79.3085","17"
"2255","43.74595","-79.39449","122,115,95,395"
"1145","43.69788","-79.29692","23"
"1354","43.82845","-79.28683","353,953,53"
"10191","43.66286","-79.43655","29,329"
"2110","43.79648","-79.32737","167"
"7900","43.8093","-79.34522","39"
"24287","43.78609","-79.22935","134,913"
"4814","43.69973","-79.43112","332,32"
"24626","43.70276","-79.41685","332,32"
"14243","43.6382","-79.53494","45"
"5625","43.7932","-79.43587","98"
"24389","43.67241","-79.37627","300"
"697","43.67344","-79.46315","312,512"
"6881","43.75328","-79.44848","84,384"
"3784","43.78176","-79.48981","107"
"1507","43.78166","-79.39155","11"
"8980","43.6751","-79.32009","22,322,306,506"
"4523","43.70302","-79.50344","352,952,52"
"9567","43.80998","-79.21408","132,131"
"4597","43.78565","-79.40892","98"
"10464","43.83318","-79.26532","353,953,53"
"5647","43.83856","-79.27735","129"
"5978","43.75939","-79.59007","960,60"
"3140","43.69419","-79.5187","79"
"4751","43.78174","-79.4942","353,960,60"
"5541","43.7108","-79.49807","59"
"718","43.64475","-79.45609","80"
"14719","43.83328","-79.22497","353,953,53"
"3701","43.75955","-79.45544","104"
"9500","43.6606","-79.36638","365,65"
"15478","43.9007","-79.29274","129"
"9516","43.68768","-79.58655","112"
"7923","43.83296","-79.26814","130"
"8093","43.67119","-79.39504","13"
"3347","43.71162","-79.31539","91"
"4951","43.762","-79.518936","35,335"
"4123","43.62183","-79.54303","123"
"5659","43.75347","-79.1798","116"
"5322","43.69403","-79.2749","20"
"5160","43.72896","-79.22829","12,102"
"3555","43.7436","-79.22971","9"
"10018","43.72959","-79.5015","120"
"9689","43.67568","-79.40269","26"
"10099","43.72508","-79.34891","51,54"
"1204","43.77549","-79.30652","68"
"9129","43.74948","-79.27428","354,54"
"8463","43.71022","-79.41096","61"
"12896","43.81975","-79.21224","39"
"6592","43.71837","-79.41448","61"
"3369","43.7086","-79.53004","59"
"5438","43.82483","-79.30247","353,57,953,53"
"2304","43.75209","-79.54293","36,336"
"9719","43.75755","-79.39153","78"
"7391","43.72715","-79.39212","352,124,162"
"4200","43.69179","-79.57059","352,952,52"
"2067","43.75736","-79.57003","37,937"
"8677","43.75265","-79.43786","7,307,160"
"6720","43.83083","-79.27496","302,129"
"14204_ar","43.78073","-79.41475","53"
"10345","43.694458","-79.30574","62"
"14234","43.73266","-79.26348","43"
"9372","43.82019","-79.27284","302,129"
"7863","43.69424","-79.53197","73"
"796","43.6678","-79.32683","31"
"24295","43.6562","-79.55939","48"
"8608_IB","43.76913","-79.53974","84"
"3757","43.79954","-79.35439","42"
"23875","43.772","-79.51394","108"
"8189","43.73414","-79.31131","91"
"9720","43.79016","-79.35396","25,325"
"4813","43.78594","-79.44621","7,307,160"
"3599","43.61401","-79.52343","44"
"5151","43.77027","-79.21637","54"
"1664","43.66687","-79.44661","47"
"5195","43.66457","-79.52899","48"
"7005","43.77315","-79.53197","960,60"
"5046","43.6688","-79.39428","13"
"24589","43.7536","-79.4775","101"
"2575","43.79335","-79.35207","39,339"
"536","43.73937","-79.51258","984,84,384"
"8040","43.81012","-79.35687","25,325,51"
"303","43.70623","-79.40011","34,56,51,54"
"2795","43.69839","-79.39676","320,97"
"9491","43.6804","-79.50876","79"
"10231","43.75757","-79.48964","341,41"
"5761","43.72131","-79.54597","396,996,118,73,96"
"24324","43.63869","-79.55695","111"
"8628","43.73577","-79.25878","57"
"8657","43.71236","-79.32472","34"
"431","43.72718","-79.48197","341,941,41"
"7241","43.73759","-79.5682","73"
"6643","43.80536","-79.21126","132"
"3577","43.66114","-79.33995","301,501,503"
"6863_IB","43.70244","-79.59021","112"
"10324","43.69373","-79.34731","8"
"14246","43.72513","-79.40222","162"
"14163","43.67345","-79.36914","65"
"8371","43.82944","-79.31749","17"
"7608","43.67158","-79.37081","365,94,65"
"6929","43.80034","-79.28498","57"
"4834","43.69204","-79.31809","62"
"7775","43.72041","-79.30101","24,324,91"
"8115","43.65476","-79.564","111"
"7395","43.79041","-79.17351","905"
"5721","43.80503","-79.44092","160"
"4412","43.79468","-79.41268","98"
"4077","43.78888","-79.40857","42"
"2137","43.78185","-79.44651","125"
"5564","43.75477","-79.30916","67"
"7681","43.71015","-79.47202","352,952,52"
"14080","43.7217","-79.5221","119"
"3528","43.80037","-79.29975","39,339"
"7868","43.77016","-79.27927","43"
"24460","43.79773","-79.15","95"
"2558","43.7414","-79.44805","104"
"6305_ar","43.65992","-79.49518","55"
"4994","43.82927","-79.22826","133,953,53,939"
"8984","43.67682","-79.38938","320,97"
"2975","43.66551","-79.30481","92"
"5959","43.7464","-79.56874","37,937"
"8793","43.78898","-79.17881","95,905,395"
"6249","43.78116","-79.44451","125"
"2216","43.72381","-79.41634","61"
"9834","43.75605","-79.3466","995,996,95,395"
"9728","43.65262","-79.5725","112"
"1384","43.72206","-79.41533","61"
"2618","43.63873","-79.50109","66"
"8563","43.72727","-79.22971","12,102,86"
"4816","43.87292","-79.28611","129"
"7309","43.7837","-79.29955","17"
"3196","43.67326","-79.28497","301,501"
"2913","43.60771","-79.5177","110"
"5885","43.7136","-79.58077","46"
"14231_ar","43.73227","-79.26401","986,905"
"5242","43.8374","-79.32888","68"
"3670","43.78636","-79.47456","353,60"
"14260","43.688858","-79.3018","506"
"6549","43.66107","-79.37208","75"
"5466","43.77667","-79.26351","21"
"6244_ar","43.70274","-79.5042","79"
"15462","43.65685","-79.45323","506"
"1687","43.68486","-79.49875","35,335,935"
"3437","43.71869","-79.55661","37,337,937"
"4466","43.78151","-79.16924","986,86"
"1086","43.67368","-79.29694","64"
"6236_ar","43.82184","-79.2017","131"
"4961","43.76289","-79.45699","104"
"2559","43.74523","-79.61419","96"
"4263","43.65673","-79.5286","37,337"
"6902","43.6606","-79.34237","301,501,304,503,72"
"24273","43.66047","-79.36165","505"
"1774","43.72158","-79.29604","67"
"1761_IB","43.677658","-79.37497","75"
"6219","43.75149","-79.33635","91"
"7395_ar","43.79041","-79.17351","905"
"3658","43.715","-79.58549","37"
"7803","43.80328","-79.34212","42"
"7569","43.72529","-79.5509","118,73"
"6257","43.72033","-79.30415","70"
"2239","43.75327","-79.45252","104"
"8682","43.77489","-79.52186","35,335,935"
"9835","43.73177","-79.56272","37,337,937"
"6883","43.74969","-79.27518","343,43"
"9128","43.68975","-79.47703","332,32"
"2702","43.74814","-79.34619","25,325"
"883","43.73887","-79.53922","165,989"
"10087","43.68581","-79.60625","352,332,952,52"
"6677","43.66104","-79.42955","300"
"7052","43.7402","-79.32461","91"
"10363","43.77766","-79.50285","341,353,335,41"
"3301","43.68031","-79.29052","322,503"
"1077","43.80642","-79.21835","133,334"
"5495","43.66683","-79.44633","26"
"10070","43.62925","-79.53019","44"
"2880","43.65849","-79.54941","48"
"8324","43.79716","-79.29417","343,43"
"8013","43.702938","-79.37456","11,28"
"5933","43.70976","-79.25857","20"
"7927","43.66384","-79.39867","94"
"3942","43.73383","-79.43305","7,307"
"413","43.70869","-79.50836","59"
"2298","43.80479","-79.37141","51"
"10238","43.67433","-79.4599","312,512"
"10273","43.66073","-79.49711","55"
"6163","43.72716","-79.45834","47"
"2942","43.66577","-79.36848","365,65"
"4905","43.74593","-79.39379","122,115,95,395"
"3275","43.70326","-79.54944","37,337"
"14800","43.72959","-79.25175","300,16"
"6711","43.64984","-79.58279","48"
"5431","43.68762","-79.42345","90"
"14799","43.64236","-79.42874","929,29,329"
"754","43.65703","-79.46664","30"
"4170","43.686428","-79.50867","32"
"3840","43.75717","-79.45446","104"
"6404","43.72695","-79.39381","352,124,162"
"9305","43.63681","-79.46556","80"
"2838","43.71207","-79.28156","8"
"7163","43.81249","-79.44347","160"
"5263","43.73446","-79.56423","37,337,937"
"14693","43.80804","-79.25647","130"
"1112","43.69274","-79.51776","79"
"14164_ar","43.67363","-79.36885","94"
"3585","43.66136","-79.44946","168"
"7378","43.76746","-79.38545","385,85"
"5724","43.79211","-79.3579","39,339"
"6292","43.80265","-79.39615","11"
"9177","43.81478","-79.34418","353,53"
"8155","43.61235","-79.51501","110"
"7920","43.7342","-79.43334","7,307"
"15128","43.665348","-79.32117","301,501,503,505"
"3907","43.73649","-79.4649","184"
"3094","43.70238","-79.56206","45"
"2799","43.76815","-79.27079","995,95,395"
"4215","43.70911","-79.64991","52"
"7299","43.73181","-79.45866","929,29,329"
"14290","43.76189","-79.41213","85"
"4143","43.67391","-79.28172","301,501"
"24106","43.71103","-79.28013","69,8"
"14282_ar","43.77452","-79.25789","939"
"9723","43.71113","-79.57993","46"
"1992","43.69702","-79.56004","45"
"8546","43.80298","-79.28908","39,339"
"1387","43.69375","-79.45868","332,32"
"1844","43.66096","-79.58061","112"
"15038","43.71423","-79.45255","352,59,52"
"7719","43.74964","-79.46334","105,107,108,329"
"8497","43.75215","-79.59964","927"
"9653","43.6748","-79.39674","13"
"7965","43.75608","-79.58806","45,945"
"3614","43.73445","-79.26874","343,43"
"10199","43.73701","-79.48466","341,941,41"
"5726","43.76556","-79.46634","104,105,329"
"8806","43.79083","-79.36296","39,339"
"8503","43.80149","-79.29616","39,339,939"
"3096","43.67451","-79.43336","363,127,63"
"1234","43.74075","-79.24563","16,302"
"6879","43.76336","-79.41148","320,97"
"23936","43.72638","-79.52827","119"
"3722","43.62924","-79.5548","112,123"
"1786","43.68528","-79.37255","82,75"
"7619","43.90066","-79.30481","129"
"3850_ar","43.78671","-79.47025","105"
"24478","43.638","-79.42687","929,29,329"
"6111","43.7663","-79.19632","354,954,54"
"9808","43.67035","-79.42963","26"
"4877","43.72175","-79.41835","352,52"
"10255","43.67387","-79.43735","127"
"6274","43.68199","-79.46666","161"
"4001","43.68559","-79.51267","79,73"
"8721","43.77816","-79.2432","9"
"15371","43.674","-79.36759","300"
"14084","43.78596","-79.47453","105,329"
"4370","43.67165","-79.57144","332,32"
"655","43.6445","-79.52319","337"
"8345","43.65855","-79.47925","79,71"
"10478","43.68547","-79.40778","312,512"
"7565","43.74919","-79.59789","396,46,927"
"2161","43.71167","-79.57103","37"
"9765","43.79187","-79.44745","7"
"4521","43.75044","-79.5161","99,35,335"
"1743","43.79287","-79.35501","25,325,925"
"23873_ar","43.78235","-79.48987","107"
"2261","43.65585","-79.38349","505"
"3967","43.65266","-79.36891","75"
"7947","43.655","-79.56368","48"
"5589","43.79625","-79.25122","131"
"7264","43.65534","-79.38587","505"
"7423","43.76423","-79.34222","122"
"9300","43.67682","-79.30418","322,503"
"2873","43.72154","-79.2745","17"
"8779_ar","43.81886","-79.23768","353,334"
"8101","43.73315","-79.36443","162"
"4590","43.75604","-79.34724","25,325"
"1566","43.65657","-79.40734","306,506"
"8526","43.79895","-79.29495","343,43"
"6532","43.72392","-79.41614","61"
"3709_IB","43.68919","-79.58719","112"
"7177","43.61511","-79.55637","123"
"2797","43.77799","-79.43209","98"
"9035","43.7002","-79.28686","67"
"9431","43.70304","-79.30336","23"
"1115","43.65308","-79.45167","304,504,505"
"1945","43.77339","-79.44306","7,307,160"
"2562","43.66188","-79.42573","300"
"2708","43.79312","-79.24189","385,85"
"2658","43.75221","-79.26236","354,954,54"
"4761","43.86544","-79.28395","129"
"7649","43.6617","-79.50009","55"
"15394","43.76952","-79.38883","11"
"8116","43.75011","-79.5521","36,336"
"9666","43.6637","-79.3935","13"
"8384","43.73656","-79.46797","184"
"14850","43.66352","-79.32061","31"
"811","43.71366","-79.27312","69,102,16,9"
"14126","43.68427","-79.41327","33,312,512"
"7892","43.7558","-79.31468","24,324"
"8594","43.66956","-79.43259","161"
"934","43.6841","-79.51125","332,32"
"4994_IB","43.82927","-79.22826","133"
"7294","43.78732","-79.25705","169,302,129,130,131"
"23884","43.64906","-79.37856","304,503,504,508"
"7968","43.75574","-79.24567","16,302"
"5845","43.72525","-79.4019","352,124,162"
"10164","43.74746","-79.56425","36,336"
"8245","43.69292","-79.38026","88"
"3839","43.72561","-79.31373","91"
"5074","43.65369","-79.45136","306,505,506"
"3997","43.72763","-79.28786","34,334"
"7433","43.646698","-79.43022","29,329"
"24152","43.69747","-79.40293","13"
"10027","43.8211","-79.23437","353,134,334"
"5551","43.6596","-79.36616","365,65"
"5378","43.68748","-79.28364","135"
"24274","43.66025","-79.36197","505,508"
"8045","43.79345","-79.29257","343,43"
"1153","43.69917","-79.37025","88"
"5013","43.6588","-79.39574","306,506"
"7329","43.70591","-79.48754","59"
"1597","43.78622","-79.12498","354,954,54"
"6972","43.79526","-79.29302","169"
"10365","43.68659","-79.59573","352,332,952,52"
"24452","43.70637","-79.53205","89,59"
"4731","43.78176","-79.27673","57"
"3900_ar","43.81919","-79.20528","39"
"1395","43.69037","-79.49848","89,171"
"3639","43.64539","-79.52869","40"
"1273","43.78763","-79.38082","39,339"
"4034","43.66643","-79.31645","301,501,503,505"
"8385","43.77472","-79.36441","51"
"8927","43.77711","-79.29639","17"
"7834","43.6894","-79.49655","89"
"7869","43.72705","-79.25485","20"
"976","43.68228","-79.52601","332,32"
"3272","43.71601","-79.53119","165,396,118,96"
"9685","43.7203","-79.24451","102,9"
"1403","43.65634","-79.40784","306,506"
"3317","43.68282","-79.51061","79"
"4504","43.68998","-79.47529","332,32"
"3061","43.79509","-79.32633","167"
"5126","43.69462","-79.50615","89"
"3186","43.69984","-79.52533","52"
"9954","43.75731","-79.39135","78"
"2500","43.76381","-79.39998","385,85"
"7713","43.6989","-79.63564","52"
"15325","43.63761","-79.40394","307"
"2524","43.70505","-79.31549","93"
"2734","43.72623","-79.32749","34,100"
"24269","43.70829","-79.36281","56"
"5015","43.72195","-79.45656","47,29,329"
"8845","43.84829","-79.33159","68"
"3273","43.69729","-79.32948","70"
"7230","43.66184","-79.42695","161"
"7345","43.61761","-79.54093","80"
"15070","43.66165","-79.32938","31"
"8283","43.66211","-79.48057","79,71"
"4831","43.68528","-79.55649","52"
"532","43.77571","-79.32055","385,324,85"
"1090","43.76549","-79.19986","354,954,54"
"4617","43.78462","-79.42833","125"
"2073","43.7002","-79.38716","11,28"
"3875","43.6677","-79.37205","94"
"24343","43.74179","-79.22565","334,116,86"
"10089","43.64656","-79.394","503"
"5993","43.66231","-79.37684","306,506"
"24367","43.77224","-79.34616","25,325"
"1495","43.63234","-79.50518","15,315,76"
"14934","43.6124","-79.49621","176"
"6160","43.70739","-79.48254","352,52"
"6680","43.69656","-79.30926","87"
"1568","43.74605","-79.54121","165"
"7265","43.73275","-79.23549","9"
"9169","43.71932","-79.60323","37"
"7716","43.76973","-79.46237","36,104,336"
"9617","43.82896","-79.28354","353,53"
"7010","43.75662","-79.35293","122"
"7636","43.69428","-79.30583","62"
"5320","43.77616","-79.17372","986,86"
"1865","43.71085","-79.25339","20"
"4612","43.69601","-79.31959","87"
"2508","43.69826","-79.56058","45"
"9310","43.65602","-79.36995","75"
"1573","43.63229","-79.55348","111"
"5481_IB","43.61045","-79.55045","123,315"
"7913","43.66362","-79.37064","306,506"
"4304","43.72494","-79.50905","120"
"6488","43.73471","-79.61776","96"
"8907","43.65734","-79.51945","40"
"4234","43.65287","-79.43258","929,29,329"
"1893","43.74518","-79.61178","73"
"4288","43.69421","-79.28937","24,324"
"9048","43.68587","-79.48753","89,71"
"2685","43.79923","-79.3953","11"
"15139","43.6424","-79.42734","301,501"
"4763","43.81095","-79.3123","17"
"1218","43.79423","-79.39414","11"
"5675_ar","43.66412","-79.41857","126"
"5470","43.75918","-79.31007","995,996,95,395"
"24578","43.73616","-79.47907","101,128"
"1224","43.67473","-79.40692","127"
"686","43.67238","-79.46775","312,512"
"14569","43.64262","-79.37294","19,72"
"8556","43.89876","-79.30363","129"
"1194","43.79609","-79.3329","24,39"
"9002","43.68424","-79.34676","100,25,322,325,81"
"24194","43.89272","-79.34055","68"
"4680","43.72766","-79.38969","352,124,162"
"10269","43.70991","-79.38234","34,56,354,334,51,54"
"1191","43.772808","-79.53169","84"
"4114","43.65877","-79.48556","26"
"9418","43.63682","-79.58076","48,50"
"6486","43.73628","-79.29117","68"
"7714","43.73585","-79.41995","61"
"6181","43.81444","-79.28617","42"
"7553","43.73023","-79.27807","17"
"24450","43.70101","-79.51964","89"
"9837","43.83016","-79.32702","68"
"8972","43.79437","-79.4284","97"
"430","43.75995","-79.4902","341,107,41"
"3034","43.71069","-79.309","91,70"
"2945","43.70588","-79.29567","23"
"14846","43.66272","-79.32989","31"
"7224","43.61689","-79.54387","80"
"3657","43.65648","-79.54157","45,46"
"8766","43.76178","-79.29764","95,395"
"6406","43.67627","-79.41023","127"
"15290","43.73474","-79.45086","104,105,107,108"
"7697","43.77017","-79.53169","84"
"2870","43.68002","-79.45668","47"
"1177","43.75437","-79.56892","37,937"
"4277","43.72231","-79.54742","396,118,73,96"
"9080","43.6955","-79.48853","171,32"
"8684","43.70892","-79.37649","11"
"9255","43.64212","-79.42879","301,501"
"3734","43.77483","-79.38976","11"
"9344","43.67404","-79.46358","127"
"7854","43.62126","-79.54552","123"
"5924","43.81581","-79.28206","21"
"9020","43.798088","-79.24418","131"
"263","43.67445","-79.39966","19"
"7136_IB","43.69998","-79.58794","112"
"9529","43.73611","-79.32443","91"
"386","43.71225","-79.42798","7,307"
"4646","43.70444","-79.39796","56,320,332,51,97"
"1198","43.66436","-79.3681","365,65"
"6854","43.70034","-79.4105","14"
"5789","43.69952","-79.3216","8,70"
"1399","43.73404","-79.60409","36,96,927"
"2687","43.59282","-79.54122","110"
"5199","43.70486","-79.26926","113,300"
"7114","43.70656","-79.2896","67"
"9565","43.73591","-79.32446","91"
"24663","43.68768","-79.39271","74"
"6421","43.75665","-79.23971","354,54"
"5325","43.6688","-79.4367","26"
"5023","43.736618","-79.59187","36,336"
"15016","43.635868","-79.41705","363,511,307,509"
"15204","43.90288","-79.27297","102"
"1731","43.79294","-79.41175","98"
"3546","43.677658","-79.48613","161"
"3864","43.66609","-79.51976","73"
"8121","43.78281","-79.13241","85"
"8654","43.72367","-79.2858","68"
"3965","43.7125","-79.26209","113,300"
"14127","43.83324","-79.25076","102"
"7886","43.72513","-79.30665","34,334"
"9046","43.66509","-79.4645","341,89,189,941,989,41"
"9071","43.64428","-79.41869","301,501"
"8688","43.74735","-79.1994","116"
"2546","43.76317","-79.40296","385,85,98"
"5317","43.60591","-79.54691","123,315"
"2959","43.67186","-79.47161","189"
"4647","43.72107","-79.50839","165,396,996,118,119,96"
"10203","43.66371","-79.50357","40"
"2774","43.68748","-79.34008","56"
"14212_ar","43.78143","-79.41519","125"
"689","43.64278","-79.43759","47"
"7837","43.65126","-79.39007","501"
"8235","43.66226","-79.53095","37,337"
"3783","43.71463","-79.36012","34,354,334,51,54"
"4995","43.70172","-79.3805","11,28"
"23852_ar","43.77694","-79.50988","108"
"7641","43.70187","-79.59268","112"
"7848_IB","43.77366","-79.26153","21"
"2064","43.73662","-79.40978","97"
"24216","43.66999","-79.46694","189"
"8016","43.8029","-79.4484","160"
"3570","43.78494","-79.25372","132"
"5078","43.66562","-79.47875","312,40,30"
"2184","43.69781","-79.54284","352,52"
"6240","43.671","-79.52164","73"
"4879","43.71129","-79.26978","69"
"475","43.67598","-79.45103","47"
"9457","43.71282","-79.32649","34"
"6471","43.6702","-79.45596","168,127"
"14849","43.66368","-79.32046","31"
"596","43.81564","-79.22741","334,39"
"15232","43.85577","-79.32409","17"
"8129","43.79165","-79.39654","42"
"6563","43.82331","-79.26332","130"
"1052","43.77326","-79.52594","35"
"24296","43.74762","-79.47604","101"
"2280","43.68651","-79.59834","352,332,52"
"9923","43.69577","-79.32005","87"
"3069","43.65305","-79.42927","306,506"
"3447","43.79098","-79.36296","39,339"
"14078","43.72736","-79.52371","119"
"3020","43.764328","-79.51213","108"
"7484","43.69912","-79.39303","11,28"
"3908","43.70792","-79.39847","320,97"
"1011","43.80535","-79.25481","130"
"3759","43.78608","-79.30058","17"
"10417","43.79748","-79.14105","85"
"7870","43.59573","-79.51597","44,944"
"3960","43.69139","-79.28801","67,113,300,20"
"1241","43.77973","-79.30426","385,85"
"8854","43.71702","-79.41366","61"
"14289_ar","43.76189","-79.41239","98"
"10028","43.6711","-79.2959","64"
"7867","43.653408","-79.39604","505"
"3304","43.69291","-79.46235","332,32"
"5532","43.68907","-79.26911","12,69,302"
"7811","43.72008","-79.24471","102,9"
"10455","43.83816","-79.24503","353,102,953,53"
"4538","43.64916","-79.45748","506"
"7884","43.71169","-79.37359","34,56,354,334,51,54"
"4611","43.77154","-79.25148","16,302"
"2967","43.6874","-79.28457","135"
"8445","43.59349","-79.53798","110,301,501,508"
"2382","43.74345","-79.5824","45,945"
"6074","43.89378","-79.26438","102"
"14210_ar","43.78111","-79.41506","339,939"
"2810","43.69603","-79.41564","33"
"3087","43.79163","-79.16673","95,395"
"14366","43.77415","-79.4742","107"
"2000","43.79342","-79.30371","17"
"2398","43.67405","-79.46009","312,512"
"8214","43.66387","-79.46439","26"
"721","43.72436","-79.32572","34,334"
"8529","43.7186","-79.29997","24,324"
"3241","43.68379","-79.34678","100,25,322,325,81"
"6140","43.68843","-79.3534","322,87"
"23872","43.7781","-79.48827","107"
"917","43.75981","-79.33175","995,996,95,395"
"9532","43.76258","-79.29427","95,395"
"5135","43.80491","-79.2272","131"
"4287","43.69512","-79.57235","46"
"14262","43.66227","-79.42655","63"
"1240","43.72606","-79.58615","396,996,96"
"1340","43.67491","-79.56314","111,46"
"6116","43.60038","-79.53208","110"
"2649","43.69683","-79.4914","32"
"1140","43.64945","-79.48427","300"
"5690","43.73689","-79.37811","162"
"8911","43.70959","-79.38462","34,56,354,334,51,54"
"3838","43.75992","-79.4998","106"
"6508","43.79364","-79.25554","131"
"2541","43.776638","-79.25286","132,134,169,302,129,130,131"
"6456","43.75228","-79.54203","36,336"
"1929","43.71162","-79.33035","100"
"9016","43.65422","-79.39155","505"
"3138","43.81094","-79.24306","102"
"2285","43.72461","-79.44268","109"
"5463","43.83449","-79.26088","353,953,53"
"24160","43.69669","-79.45071","929,29,329"
"4901","43.61368","-79.55974","80"
"12874_ar","43.81918","-79.22119","133"
"9846","43.80738","-79.21541","132"
"9516_IB","43.68768","-79.58655","112"
"5319","43.71889","-79.58358","46"
"4419","43.69534","-79.30281","87"
"14644","43.66297","-79.50346","55"
"5669","43.62062","-79.48316","301,501,508"
"4174","43.75533","-79.23495","9"
"3945","43.79621","-79.42907","353,960,60"
"2660","43.75204","-79.54171","36,336"
"6377","43.60376","-79.54596","123,315"
"1554","43.69351","-79.33057","322,87"
"1464","43.82782","-79.28872","353,53"
"574","43.80858","-79.17105","986,86,395"
"9120","43.77521","-79.32371","385,167,169,985,85"
"8377","43.71894","-79.25106","102,9,902"
"405","43.64912","-79.48462","300"
"3530","43.68133","-79.49764","35,335"
"6408","43.71203","-79.48988","59"
"5482","43.78779","-79.2687","21"
"1056","43.63023","-79.55138","112,123"
"882","43.68129","-79.4766","89,989"
"6524","43.77159","-79.40299","98"
"5145","43.64089","-79.43685","47"
"5279","43.64453","-79.39994","304,504,508"
"1513","43.65703","-79.47884","79,71"
"4055","43.78739","-79.26802","21"
"3260","43.68146","-79.32272","22,322"
"4261","43.81937","-79.2648","42"
"9994","43.68112","-79.56597","46"
"8494","43.76185","-79.52131","35"
"9068","43.79937","-79.37033","51"
"10053","43.68593","-79.33967","56"
"5917","43.8111","-79.44311","160"
"5976","43.86668","-79.25837","102"
"15237","43.66717","-79.49112","189,312,40"
"24483","43.7437","-79.49119","984,106,108,84,384"
"8181","43.7241","-79.30224","24,324,70"
"5498","43.73633","-79.34671","54"
"6703","43.72642","-79.39552","352,124,162"
"4018","43.73693","-79.34389","54"
"15343","43.64532","-79.36528","365,72,65"
"3019","43.75528","-79.34034","91"
"7789","43.77126","-79.33544","24,167"
"9249","43.61484","-79.53017","15,315"
"24602","43.62767","-79.49694","80"
"4582","43.81174","-79.3577","353,53"
"6788","43.78402","-79.25133","132"
"1574","43.69198","-79.43982","90"
"1599","43.72527","-79.56004","37,337,937"
"10218","43.65897","-79.38194","320,97"
"5516","43.61482","-79.48862","301,501,508"
"7492","43.80425","-79.18926","385,985,85"
"9342","43.73811","-79.5655","37,337,937"
"1665","43.69722","-79.26419","69,20"
"6304","43.68998","-79.34548","322,87"
"1736","43.63298","-79.49195","66"
"9810","43.72562","-79.29693","34,334"
"5570","43.72935","-79.45837","29,329"
"24454","43.68356","-79.51775","332,73,32"
"9762","43.79112","-79.2133","133,334"
"602","43.67363","-79.46312","168,127"
"620","43.78177","-79.13747","38"
"4153","43.7597","-79.39609","78"
"14277","43.77426","-79.25818","16"
"1699","43.67575","-79.42326","126"
"2642","43.76763","-79.21791","54"
"851","43.72264","-79.37596","11"
"8896","43.77211","-79.53831","960,60"
"5905","43.64976","-79.48449","335"
"2371","43.73758","-79.43423","7"
"24471","43.80039","-79.15095","95"
"6746","43.68689","-79.37097","82,75"
"8041_ar","43.73902","-79.53894","984,84,384"
"632","43.63647","-79.40013","511,509"
"10257","43.62967","-79.55942","112"
"8225","43.67663","-79.41596","127"
"4457","43.67329","-79.44925","47"
"5497","43.64183","-79.57833","50"
"1675","43.7583","-79.47261","107"
"9537","43.69226","-79.44891","29,329"
"2200","43.6586","-79.38502","19"
"9612","43.78552","-79.19313","38,995,95,395"
"6495","43.81985","-79.32412","353,17,953,53"
"8188","43.67516","-79.37771","75"
"2756","43.72601","-79.29771","67,70"
"8457","43.65076","-79.45489","506"
"5397","43.82746","-79.2644","130"
"10198","43.65566","-79.35834","304,503,504,72,508"
"9316","43.78093","-79.44512","125"
"5957","43.67646","-79.46376","341,168,41"
"8408","43.71947","-79.37877","11"
"4852","43.78522","-79.3216","167"
"2346","43.66876","-79.53387","37,337"
"5083","43.77337","-79.23048","102,902"
"3393","43.72393","-79.49459","165,396,118,119,96"
"1406","43.69224","-79.29716","23"
"7156","43.70023","-79.36725","88"
"1809","43.82811","-79.28707","21"
"5307","43.76206","-79.21553","354,954,54"
"5899","43.64298","-79.42447","301,501"
"8179","43.80907","-79.30066","343,43"
"5632","43.75994","-79.58636","960,337,60"
"3656","43.81059","-79.24277","102"
"1315","43.71126","-79.4328","14"
"2897","43.68239","-79.39166","320,97"
"6105","43.734478","-79.60967","96"
"6622","43.77224","-79.51386","108"
"5855","43.68493","-79.4852","89,71"
"4278","43.72324","-79.55866","396,996,96"
"3789","43.8306","-79.2776","353,53"
"14188_ar","43.70431","-79.39831","97"
"3114","43.69964","-79.31896","91,93"
"15361","43.66524","-79.41135","307"
"7601","43.72971","-79.43227","7,307"
"9543","43.74234","-79.38316","11"
"1330","43.71771","-79.24025","12"
"7310","43.76483","-79.21653","54"
"7087","43.85925","-79.2563","102"
"7589","43.78558","-79.31116","68,324"
"15102","43.80212","-79.40101","353,53"
"2199_IB","43.729248","-79.54845","118"
"9015","43.76405","-79.51911","35,335"
"7846","43.80074","-79.20709","132"
"6667","43.8091","-79.22127","133,334"
"4120","43.75383","-79.44587","84,384"
"9253","43.8116","-79.33398","167"
"3056","43.79293","-79.33113","24,924"
